,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Y_Accept_Loan
495,34,9,75,1,2.8,1,194,0,0,0,0,0
496,46,22,19,3,0.5,1,0,0,0,1,0,0
497,48,23,43,2,1.3,1,0,0,0,1,0,0
498,65,40,81,3,1.8,2,0,0,0,1,0,0
499,62,36,75,2,1.7,3,0,0,0,0,0,0
500,60,34,110,2,2.0,1,0,0,0,1,0,0
501,60,35,153,3,2.0,3,0,0,0,0,1,1
502,26,2,79,2,2.5,1,0,0,0,1,0,0
503,44,20,119,2,7.5,1,239,0,0,1,0,0
504,64,38,143,2,6.4,3,0,1,1,1,0,1
505,49,23,29,4,1.8,1,0,0,0,1,1,0
506,26,0,12,1,0.1,2,0,0,0,1,0,0
507,34,8,184,3,7.5,1,0,0,0,0,0,1
508,36,10,21,3,0.1,2,0,0,0,0,0,0
509,29,3,175,3,3.3,3,329,0,0,1,0,1
510,24,-1,78,2,1.8,2,0,0,0,0,0,0
511,32,6,83,4,2.2,2,0,0,0,0,0,0
512,63,39,64,1,1.8,3,147,0,0,1,1,0
513,33,8,64,4,2.1,3,164,0,0,1,0,0
514,36,11,195,2,3.0,1,0,0,0,1,1,0
515,53,26,8,1,0.5,2,0,0,0,0,1,0
516,58,33,173,2,7.2,3,0,0,0,1,0,1
517,46,21,115,2,4.2,3,0,1,1,1,1,1
518,50,26,179,1,2.9,3,0,0,0,0,1,1
519,33,7,73,1,2.5,1,135,0,0,0,0,0
520,54,30,133,1,5.0,2,0,0,0,0,1,1
521,62,36,158,2,6.3,3,0,0,0,1,0,1
522,54,28,42,4,2.5,1,0,0,0,1,1,0
523,60,34,64,3,2.5,1,0,0,0,1,0,0
524,39,14,141,4,6.3,1,0,1,1,1,1,1
525,40,16,155,4,0.1,3,0,0,1,1,1,1
526,58,32,12,3,0.3,3,0,0,0,0,0,0
527,37,11,139,2,0.8,2,421,0,0,1,0,1
528,57,33,155,1,7.4,1,0,0,0,1,0,0
529,34,8,188,1,2.9,3,0,0,0,1,0,1
530,33,7,120,1,3.2,3,0,0,0,1,0,1
531,32,7,143,3,2.9,3,0,0,0,1,0,1
532,42,18,158,2,0.4,2,277,0,0,0,1,1
533,41,15,82,3,0.1,1,0,0,0,1,0,0
534,43,17,111,4,5.4,3,0,0,0,1,0,1
535,57,32,135,3,4.8,2,0,1,1,1,0,1
536,40,15,43,4,1.7,1,98,0,0,0,0,0
537,55,30,55,4,0.9,1,215,0,0,1,1,0
538,35,9,58,1,2.5,1,0,0,0,1,1,0
539,35,9,141,2,4.5,2,0,0,0,0,0,1
540,60,36,62,4,2.2,1,0,0,0,0,0,0
541,42,18,42,2,1.7,1,0,0,0,1,0,0
542,65,40,29,1,1.5,2,0,0,0,0,0,0
543,33,9,41,3,2.0,1,108,0,0,1,0,0
544,30,4,81,2,0.2,1,0,0,0,1,0,0
545,54,28,89,1,1.9,2,0,0,0,1,1,0
546,63,37,140,2,6.9,1,97,0,0,0,1,0
547,56,31,13,4,0.9,2,76,0,1,1,1,0
548,50,26,23,4,0.2,1,0,0,0,0,1,0
549,61,31,19,1,1.5,3,0,0,0,1,0,0
550,54,24,75,2,4.5,3,0,0,0,0,0,0
551,50,24,80,4,4.9,1,0,0,0,1,0,0
552,55,30,118,4,5.6,2,0,0,0,1,0,1
553,52,27,35,4,0.2,2,0,0,0,1,0,0
554,65,40,89,1,4.1,1,299,0,1,1,0,1
555,56,30,29,4,0.7,2,87,0,0,1,0,0
556,48,24,144,4,3.5,2,0,0,0,0,0,1
557,36,6,138,1,7.0,3,86,0,0,1,0,1
558,47,21,71,4,2.9,1,0,0,0,1,0,0
559,58,28,122,1,3.0,3,115,0,0,1,0,1
560,60,34,139,4,0.4,1,0,0,0,1,0,1
561,61,37,172,4,4.25,1,0,0,1,1,1,1
562,30,5,74,4,2.2,1,0,1,0,0,1,0
563,58,34,42,4,1.5,1,0,0,0,1,1,0
564,43,17,51,1,0.7,3,0,0,0,0,0,0
565,33,7,111,2,1.3,1,0,0,0,1,0,0
566,34,9,180,2,6.5,3,0,0,1,1,0,1
567,45,21,58,3,0.3,3,0,1,0,1,0,0
568,48,23,112,1,5.1,2,86,1,1,1,0,1
569,35,10,54,1,2.5,3,0,0,0,0,1,0
570,64,34,50,4,1.67,3,0,0,0,1,0,0
571,57,33,55,1,1.8,3,0,0,0,1,0,0
572,30,4,73,3,3.3,1,0,0,1,1,1,1
573,35,10,73,3,2.3,1,0,0,0,1,0,0
574,26,0,179,4,2.1,2,0,0,0,0,0,1
575,47,23,178,1,6.5,3,0,0,0,0,0,1
576,59,34,40,3,0.9,3,0,0,0,1,0,0
577,53,28,173,4,2.7,1,427,0,0,1,0,1
578,41,15,159,1,5.5,3,0,0,1,1,0,1
579,57,32,31,3,0.1,2,0,0,0,1,0,0
580,36,10,39,1,2.0,1,153,0,0,0,0,0
581,56,30,73,2,1.1,1,0,0,0,0,0,0
582,42,17,98,2,0.4,1,0,0,0,1,1,0
583,46,20,105,4,3.2,1,0,0,0,0,0,1
584,60,35,64,2,2.8,1,0,0,0,0,0,0
585,51,26,55,1,1.3,2,236,0,0,0,1,0
586,55,30,82,4,1.3,3,219,0,0,0,1,0
587,47,23,28,4,0.6,1,0,0,0,1,0,0
588,58,32,44,1,0.8,2,0,0,0,0,0,0
589,42,16,191,3,4.8,2,0,1,1,1,0,1
590,63,38,159,4,4.9,2,111,0,0,0,0,1
591,63,33,178,4,9.0,3,0,0,0,0,0,1
592,51,27,53,1,1.6,2,0,0,0,1,0,0
593,63,39,101,1,3.9,1,0,1,1,1,0,1
594,47,21,38,3,0.6,2,0,1,0,0,0,0
595,41,15,65,2,2.8,1,0,0,0,1,1,0
596,54,24,72,3,1.4,3,218,0,0,0,1,0
597,29,5,28,1,0.2,3,0,0,0,1,0,0
598,46,22,141,2,3.3,1,0,1,1,1,1,0
599,58,34,152,4,3.6,3,0,0,0,0,0,1
600,57,32,21,1,0.3,3,117,0,0,0,0,0
601,33,9,18,4,0.4,2,0,0,0,1,0,0
602,43,19,114,1,1.7,1,0,0,0,1,0,0
603,51,25,190,2,4.2,2,0,0,0,1,0,1
604,64,38,38,2,0.3,1,186,0,0,1,1,0
605,48,22,133,2,3.1,2,0,0,0,1,0,1
606,42,18,41,1,1.8,1,94,0,0,1,0,0
607,60,35,135,3,0.3,3,0,0,0,1,0,1
608,48,24,61,2,1.7,1,229,0,0,0,1,0
609,65,40,83,4,0.1,2,247,0,0,1,0,0
610,47,21,82,3,2.1,1,0,0,0,0,0,0
611,25,1,98,1,5.4,1,0,0,0,1,0,0
612,41,16,114,4,3.5,1,0,0,0,0,1,1
613,55,31,91,2,2.8,1,0,0,0,1,0,0
614,34,8,75,2,1.8,1,0,0,0,0,0,0
615,57,32,63,4,0.7,1,0,0,0,1,0,0
616,45,20,114,2,4.4,2,0,0,0,0,0,1
617,42,17,32,4,0.0,2,0,0,0,1,0,0
618,52,28,62,1,1.8,3,231,0,0,1,0,0
619,45,21,132,3,1.2,2,0,0,1,1,1,1
620,49,25,20,4,1.0,1,111,0,0,1,1,0
621,54,27,195,2,4.75,2,477,0,0,0,0,1
622,44,20,101,3,4.4,2,82,0,0,0,0,1
623,57,33,62,3,2.67,1,240,0,0,0,0,0
624,62,38,158,2,2.1,1,0,0,0,0,1,0
625,52,26,71,1,1.4,3,0,0,0,0,0,0
626,46,21,40,1,0.3,1,116,0,0,0,0,0
627,28,2,51,4,1.8,3,0,0,0,0,1,0
628,34,10,44,1,1.33,1,0,0,0,1,0,0
629,51,26,134,4,4.5,3,0,1,1,1,0,1
630,32,6,32,1,1.9,3,0,0,0,1,0,0
631,26,0,155,2,7.2,1,0,0,0,0,0,0
632,26,2,132,2,2.4,3,0,0,0,0,1,1
633,48,24,162,4,3.3,2,446,0,1,1,0,1
634,39,13,43,3,0.5,3,0,0,0,1,0,0
635,63,39,101,2,3.9,3,294,0,0,1,0,1
636,45,21,29,1,0.3,3,105,0,0,1,1,0
637,50,25,32,2,0.7,2,0,0,0,1,0,0
638,33,6,168,3,5.67,2,0,1,1,1,0,1
639,42,17,113,3,1.0,1,0,1,0,1,0,0
640,53,29,61,4,1.6,2,0,0,0,1,0,0
641,65,40,95,3,3.7,2,138,0,0,0,1,1
642,61,36,153,1,2.6,2,0,1,1,0,1,1
643,46,21,41,1,0.5,3,0,0,0,0,0,0
644,56,32,98,3,3.9,3,0,0,0,0,0,1
645,33,9,131,3,2.2,3,0,1,0,0,0,1
646,41,17,154,1,1.7,1,0,0,0,0,1,0
647,41,14,74,3,2.33,2,0,0,0,1,0,0
648,38,14,130,4,4.7,3,134,0,0,0,0,1
649,43,18,128,4,5.3,1,84,0,0,0,0,1
650,59,29,61,1,1.4,3,0,0,0,0,0,0
651,32,7,49,3,2.3,1,0,0,0,1,0,0
652,32,8,128,2,4.33,1,0,0,0,1,0,0
653,31,6,53,4,2.2,1,114,0,0,1,0,0
654,32,6,78,1,2.9,3,0,0,0,0,0,0
655,49,23,194,4,8.3,2,0,0,0,0,1,1
656,44,17,69,3,2.67,2,0,0,0,0,0,0
657,64,40,18,2,0.3,3,0,1,1,1,1,0
658,50,24,188,3,1.3,1,184,0,0,0,1,1
659,63,37,40,2,1.0,3,167,0,0,0,0,0
660,53,29,120,4,2.7,2,111,1,1,1,0,1
661,38,12,180,1,2.8,3,158,0,0,1,0,1
662,57,31,114,4,5.2,1,0,1,1,1,0,1
663,59,35,108,4,3.8,2,304,0,0,1,0,1
664,37,12,52,2,1.1,2,0,0,0,1,0,0
665,38,13,140,4,0.5,1,0,0,0,0,0,1
666,61,35,60,1,2.8,2,0,0,0,1,1,0
667,50,26,192,2,1.8,3,301,0,1,1,1,1
668,59,35,18,1,1.2,3,0,0,0,1,0,0
669,57,33,9,1,0.1,2,91,1,0,1,0,0
670,30,5,125,4,0.5,3,0,0,1,1,0,1
671,62,37,39,2,2.8,1,113,0,1,1,1,0
672,35,11,101,3,3.8,3,150,0,0,1,0,1
673,63,39,38,3,0.1,3,178,0,0,1,1,0
674,37,11,84,4,2.2,2,0,0,0,1,1,0
675,61,35,99,1,4.8,3,255,0,0,0,1,1
676,28,4,155,1,6.33,1,0,0,0,0,0,0
677,27,0,34,1,2.0,2,112,0,0,0,1,0
678,33,7,32,1,0.6,3,166,0,0,1,0,0
679,61,37,62,1,0.0,2,244,0,0,1,0,0
680,50,25,83,1,2.8,2,0,0,0,1,1,0
681,62,38,83,1,1.8,3,0,0,0,1,0,0
682,32,6,73,4,2.2,2,0,0,0,0,0,0
683,64,38,35,1,0.5,3,0,0,0,1,0,0
684,43,19,122,1,0.3,1,0,0,0,1,0,0
685,49,23,115,3,4.6,3,0,0,0,0,0,1
686,33,8,130,3,6.3,2,99,0,0,0,1,1
687,64,38,40,1,2.5,3,94,0,0,1,1,0
688,25,1,28,1,1.0,3,0,0,0,1,0,0
689,62,37,125,1,1.0,3,0,0,0,1,0,1
690,66,41,65,3,2.4,1,0,0,0,0,0,0
691,51,27,75,1,2.7,1,0,0,0,0,0,0
692,38,13,15,2,0.1,2,90,0,0,1,0,0
693,30,4,24,1,0.4,2,81,0,0,1,0,0
694,44,20,150,2,3.3,1,0,0,0,0,1,0
695,32,7,134,2,3.3,1,0,0,0,1,0,0
696,37,13,158,2,2.3,2,0,0,1,1,1,1
697,43,18,98,2,0.4,1,0,0,0,1,0,0
698,52,28,41,3,1.9,2,0,0,0,0,1,0
699,30,5,42,1,1.0,1,184,0,0,0,0,0
700,32,8,82,3,1.5,1,0,0,0,1,1,0
701,45,19,141,1,2.4,1,0,0,0,1,0,0
702,55,31,13,4,0.7,1,0,0,0,1,0,0
703,33,9,184,2,4.8,2,0,0,0,0,0,1
704,31,7,42,1,2.4,2,0,0,0,1,1,0
705,54,30,13,1,0.3,1,0,0,0,0,0,0
706,38,13,91,1,2.8,1,0,0,0,1,1,0
707,56,32,15,1,0.1,2,0,0,0,1,0,0
708,39,14,75,1,0.1,2,297,0,0,0,1,0
709,24,-2,51,3,0.3,3,0,0,0,1,0,0
710,26,0,83,3,3.9,2,0,0,0,1,0,1
711,46,22,102,3,4.5,3,0,0,0,1,0,1
712,50,25,42,2,0.7,2,110,0,0,0,1,0
713,54,28,108,4,1.9,2,0,0,0,1,0,1
714,64,39,172,4,3.1,1,282,0,1,1,1,1
715,32,7,61,3,2.3,1,205,0,0,1,1,0
716,56,31,52,3,2.0,2,0,1,1,1,1,0
717,29,0,134,4,6.5,3,0,0,0,0,0,1
718,33,7,104,2,3.6,3,0,0,0,0,1,1
719,43,19,174,3,1.7,3,231,0,1,1,1,1
720,28,3,55,4,2.2,1,0,0,0,1,1,0
721,63,38,135,2,3.8,3,183,0,0,0,0,1
722,48,22,114,1,2.4,3,0,0,0,1,0,1
723,59,33,38,1,1.4,1,0,0,0,1,1,0
724,60,35,155,1,1.5,3,0,0,0,0,1,1
725,32,7,125,1,0.0,1,0,0,0,1,1,0
726,42,16,185,3,2.2,2,0,1,1,1,1,1
727,42,17,82,1,3.7,3,0,0,0,1,0,0
728,31,5,20,2,0.3,1,0,0,0,0,0,0
729,35,9,41,4,1.2,2,0,0,0,1,0,0
730,32,8,45,1,2.4,2,0,0,0,0,0,0
731,34,8,29,2,2.0,3,0,0,0,1,1,0
732,54,29,119,3,2.0,1,0,1,1,0,0,1
733,57,31,38,4,0.7,2,0,0,0,1,0,0
734,30,6,181,3,4.1,2,0,0,1,1,1,1
735,43,19,121,1,0.7,2,0,0,1,1,1,1
736,26,0,164,2,4.0,3,301,0,0,1,0,1
737,49,23,174,3,4.6,2,590,0,0,0,0,1
738,29,3,39,4,0.2,1,137,0,0,1,1,0
739,36,11,181,3,1.4,1,0,0,0,0,0,1
740,28,2,42,1,1.5,1,0,0,0,1,1,0
741,44,17,12,3,0.67,2,0,0,0,1,0,0
742,47,22,95,2,3.9,2,0,0,0,0,0,1
743,41,17,78,4,2.67,1,99,0,0,1,0,0
744,31,5,129,3,5.9,3,319,1,1,0,1,1
745,37,12,169,2,5.2,3,249,0,0,1,0,1
746,35,10,161,1,4.1,1,0,1,0,1,0,0
747,37,13,89,2,1.7,2,314,0,0,0,1,0
748,32,7,185,2,6.7,1,0,0,1,1,1,0
749,51,27,42,4,1.1,2,0,0,0,1,1,0
750,62,38,124,1,3.8,1,405,0,0,1,0,0
751,51,25,173,1,0.5,2,0,0,0,1,0,1
752,26,1,190,4,1.3,2,197,0,0,1,0,1
753,34,9,72,3,2.3,1,124,0,0,0,0,0
754,32,8,142,4,6.2,2,120,0,1,1,1,1
755,61,37,61,3,2.0,3,0,0,0,1,0,0
756,55,25,35,3,1.0,3,144,0,0,1,1,0
757,28,2,114,4,2.1,3,0,0,0,1,0,0
758,61,37,68,4,2.3,3,0,0,0,0,0,0
759,46,22,125,2,4.7,3,0,0,0,1,0,1
760,51,25,45,4,2.6,1,0,0,0,0,0,0
761,62,36,135,2,5.2,2,0,0,0,1,0,1
762,35,11,93,2,2.7,1,0,0,0,1,1,0
763,63,37,132,1,4.4,2,0,0,0,1,0,1
764,55,30,58,4,0.9,1,0,0,0,1,1,0
765,61,36,51,3,1.5,1,0,0,0,0,1,0
766,51,27,58,1,0.0,1,0,0,0,0,1,0
767,44,18,18,2,0.1,3,0,0,0,1,0,0
768,27,1,134,1,1.7,2,307,0,0,1,0,1
769,66,42,35,1,1.9,2,172,0,0,1,0,0
770,64,40,88,1,3.8,1,243,0,0,1,1,0
771,26,2,48,3,0.7,2,0,0,0,1,0,0
772,50,26,190,3,2.1,3,240,0,0,1,0,1
773,54,30,121,2,1.1,3,0,1,0,0,0,1
774,49,19,169,3,5.67,3,167,0,1,0,1,1
775,31,7,135,4,3.8,2,0,0,1,1,1,1
776,45,18,163,3,5.33,2,0,0,1,0,1,1
777,29,3,148,3,4.1,1,0,0,0,1,0,1
778,26,2,72,4,2.6,1,0,1,1,1,0,0
779,34,10,154,3,5.4,2,0,0,0,1,0,1
780,54,28,93,1,4.9,1,133,0,1,1,1,0
781,47,22,22,1,0.4,3,0,0,0,1,0,0
782,57,31,113,4,0.6,3,327,0,0,1,0,1
783,59,34,145,4,1.8,1,198,0,0,1,0,1
784,55,31,74,2,3.2,3,0,0,0,1,1,0
785,41,15,88,1,2.8,3,0,1,0,0,0,0
786,40,16,119,2,4.2,2,0,0,0,1,0,1
787,45,20,61,3,2.7,2,0,0,0,0,1,0
788,56,32,103,3,4.0,3,0,0,0,0,0,1
789,40,14,54,2,0.7,1,0,0,0,0,0,0
790,38,12,52,2,2.4,2,147,0,0,0,0,0
791,34,8,164,4,7.4,3,0,0,0,1,0,1
792,43,19,75,3,0.3,3,0,0,0,0,0,0
793,45,21,73,1,0.8,3,0,0,0,1,0,0
794,40,14,164,1,4.3,2,0,0,0,0,0,1
795,33,8,115,4,2.9,2,0,0,0,1,0,1
796,56,30,59,3,0.8,1,159,1,0,1,0,0
797,44,19,69,3,0.5,3,0,0,0,1,0,0
798,47,23,32,1,1.0,1,0,0,0,0,1,0
799,42,16,65,3,0.5,3,256,0,0,1,0,0
800,62,38,195,4,5.2,3,522,0,1,1,1,1
801,50,24,161,3,3.4,1,212,0,0,1,0,1
802,42,18,49,2,1.7,1,106,0,0,0,1,0
803,25,-1,109,4,2.3,3,314,0,0,1,0,0
804,35,11,38,1,1.5,2,136,0,0,1,0,0
805,43,19,70,3,2.33,1,0,0,0,1,0,0
806,54,30,78,4,1.0,2,0,0,0,1,0,0
807,64,39,42,3,0.5,2,116,0,0,1,0,0
808,50,26,115,1,1.2,3,0,0,0,0,1,1
809,53,28,55,4,0.9,1,119,0,0,1,1,0
810,39,9,32,3,2.0,3,0,0,0,1,0,0
811,32,6,99,2,1.5,3,0,0,0,0,1,0
812,37,11,190,4,7.3,2,565,0,1,1,0,1
813,36,9,40,2,1.0,2,0,0,0,1,0,0
814,54,30,78,3,1.8,2,0,0,0,0,0,0
815,63,37,191,2,4.3,3,205,0,0,0,0,1
816,35,10,31,3,1.3,1,0,0,0,0,0,0
817,45,20,40,2,1.3,1,0,0,0,0,1,0
818,36,12,69,3,3.1,2,0,0,0,1,0,1
819,47,21,174,4,3.2,3,0,0,0,0,0,1
820,61,34,41,4,2.5,2,0,0,0,1,0,0
821,35,9,113,3,0.8,3,0,0,0,1,0,1
822,56,31,65,2,3.7,1,0,0,0,1,0,0
823,47,23,149,4,6.1,1,0,0,0,0,1,1
824,54,29,28,4,0.2,2,101,0,0,1,0,0
825,37,11,30,2,0.3,1,146,0,0,0,0,0
826,36,9,115,4,2.2,2,0,0,0,0,0,1
827,31,7,192,1,0.0,2,0,0,0,1,0,1
828,26,0,15,4,0.4,1,0,0,0,0,1,0
829,65,40,98,3,1.8,2,333,0,0,0,0,0
830,61,37,40,4,2.2,1,0,1,1,1,1,0
831,51,25,175,3,0.7,1,312,0,0,0,0,1
832,33,8,155,1,7.4,3,0,0,0,0,0,1
833,54,29,129,4,4.2,3,0,0,0,0,0,1
834,30,5,118,4,3.0,3,0,0,0,1,0,1
835,49,23,79,3,0.7,2,151,0,0,1,0,0
836,43,19,130,2,4.7,3,221,0,0,0,1,1
837,29,4,134,2,3.3,1,204,0,0,0,0,0
838,35,9,85,2,1.8,1,0,0,0,0,0,0
839,52,26,121,1,7.3,1,167,0,0,1,0,0
840,31,5,184,4,3.4,2,0,0,1,1,1,1
841,45,21,142,1,1.4,2,0,0,0,1,0,1
842,59,34,83,2,3.4,3,0,0,0,1,0,1
843,42,17,154,3,4.9,1,0,0,1,1,1,1
844,24,0,38,1,1.0,3,0,0,0,1,0,0
845,56,30,111,4,0.3,1,372,1,1,1,0,1
846,63,37,110,1,4.1,3,0,0,0,0,0,1
847,49,23,100,2,6.3,1,0,0,0,0,0,0
848,48,23,168,2,2.8,1,308,0,0,1,0,0
849,43,19,152,3,6.1,2,0,0,0,0,0,1
850,36,11,90,1,2.8,1,0,0,0,1,0,0
851,35,9,131,3,0.3,3,0,0,1,1,1,1
852,55,30,153,2,2.8,2,0,1,1,1,0,1
853,54,30,133,2,2.6,3,0,0,0,0,0,1
854,35,11,180,1,3.6,3,571,0,1,1,1,1
855,50,26,135,2,4.6,3,91,0,0,1,0,1
856,39,15,175,2,8.0,1,0,0,0,1,0,0
857,29,5,128,2,4.1,2,209,0,0,1,0,1
858,52,26,158,2,3.7,3,251,0,0,0,1,1
859,58,32,113,2,1.4,1,270,0,0,0,1,0
860,36,12,123,2,3.0,3,0,0,0,0,0,1
861,38,13,129,3,4.1,3,0,0,1,1,1,1
862,24,-2,80,2,1.6,3,0,0,0,1,0,0
863,60,35,119,2,3.9,1,0,1,0,1,0,0
864,29,5,33,1,1.8,2,78,0,0,1,0,0
865,36,12,109,3,0.5,3,0,1,1,1,0,1
866,46,22,53,4,1.9,1,187,0,0,0,0,0
867,65,40,71,3,2.2,1,0,0,0,0,1,0
868,36,10,172,4,1.0,2,295,0,0,1,0,1
869,41,15,55,1,2.8,1,0,0,0,0,0,0
870,52,26,44,2,0.8,3,148,0,0,0,1,0
871,59,35,174,1,4.7,1,0,0,0,1,1,0
872,59,35,94,1,3.8,1,272,0,0,0,0,0
873,46,20,158,1,2.4,1,0,0,0,1,1,0
874,34,9,93,1,0.0,1,0,0,0,1,0,0
875,56,32,125,3,0.6,1,342,0,1,1,1,1
876,46,20,158,3,5.4,1,432,0,0,0,1,1
877,63,38,102,4,3.4,2,0,0,0,0,0,0
878,61,36,169,2,6.1,3,106,0,1,1,1,1
879,52,26,112,1,2.4,1,0,1,1,1,1,0
880,60,34,59,1,1.6,1,231,0,0,1,0,0
881,61,37,48,1,0.8,1,158,0,0,1,0,0
882,45,20,180,3,8.5,2,535,0,0,0,0,1
883,35,5,108,2,2.75,3,0,1,0,0,0,1
884,33,7,188,2,7.0,2,581,0,0,0,0,1
885,41,16,175,2,1.1,3,0,0,0,1,0,1
886,45,15,202,3,10.0,3,0,0,0,0,0,1
887,33,8,133,1,0.0,1,0,0,0,1,0,0
888,40,13,69,3,2.33,2,0,0,0,0,0,0
889,27,3,43,1,1.0,3,0,0,0,1,0,0
890,57,31,164,2,3.8,3,422,0,1,1,1,1
891,31,5,82,4,1.8,2,0,0,0,1,0,0
892,55,29,132,3,5.9,2,307,0,0,0,0,1
893,37,12,194,4,0.2,3,211,1,1,1,1,1
894,48,24,12,4,1.0,1,89,0,0,0,0,0
895,38,12,184,3,8.0,1,0,0,0,1,0,1
896,35,9,81,1,2.7,2,0,0,0,1,0,0
897,50,25,130,1,1.1,2,0,0,0,1,0,1
898,35,9,29,3,0.9,1,126,0,0,1,0,0
899,62,37,169,3,5.0,2,184,0,1,1,1,1
900,38,13,113,4,1.7,2,0,0,0,0,1,1
901,32,8,169,1,6.5,3,272,1,1,1,0,1
902,37,11,82,3,0.9,2,218,0,0,1,1,0
903,28,3,118,3,2.4,2,161,0,0,0,0,1
904,46,20,114,1,0.0,1,0,0,0,1,1,0
905,49,25,13,1,0.9,3,0,0,0,1,0,0
906,50,25,38,1,1.4,3,0,0,0,1,0,0
907,25,1,20,4,1.0,1,0,0,0,0,1,0
908,33,8,145,1,2.7,3,0,0,0,1,0,1
909,57,32,80,2,0.0,3,0,0,0,0,0,0
910,50,24,150,1,7.3,1,0,0,0,1,1,0
911,61,36,193,1,4.7,3,203,0,0,1,0,1
912,61,36,89,3,0.5,1,0,0,0,1,0,0
913,65,39,53,1,2.5,3,0,0,0,1,0,0
914,57,32,39,4,0.9,1,147,0,0,0,0,0
915,45,20,70,4,1.9,3,0,0,0,1,1,0
916,52,26,182,2,1.4,2,0,0,0,1,0,1
917,41,17,94,3,3.8,2,327,1,1,1,0,1
918,27,1,112,4,2.1,3,0,0,0,0,1,0
919,47,22,33,1,1.4,3,0,0,0,1,0,0
920,44,19,99,3,3.5,3,357,0,0,0,0,1
921,48,24,79,3,0.7,1,0,0,0,1,1,0
922,26,2,182,2,3.2,2,0,0,0,0,0,1
923,55,30,55,3,1.7,1,0,0,0,0,1,0
924,66,41,15,3,0.1,3,0,0,0,1,0,0
925,55,29,172,1,5.2,2,0,0,0,0,0,1
926,48,18,182,4,6.0,3,0,0,0,1,0,1
927,36,12,154,3,6.4,1,0,1,0,0,0,1
928,65,41,134,3,3.9,3,121,0,0,1,0,1
929,53,23,58,4,2.0,3,0,0,0,1,1,0
930,42,17,14,2,0.1,2,0,0,0,1,0,0
931,65,41,133,4,2.0,1,0,0,0,0,1,1
932,62,36,183,2,3.4,3,0,0,0,0,0,1
933,50,26,19,2,0.4,1,118,0,0,1,0,0
934,55,29,62,1,0.2,1,0,0,0,1,0,0
935,36,11,101,3,1.2,3,0,1,0,0,1,0
936,48,22,42,1,1.2,2,0,0,0,0,0,0
937,35,11,148,1,5.8,3,0,0,0,1,0,1
938,30,6,115,4,3.8,2,0,0,0,1,0,1
939,29,3,50,3,1.1,2,0,0,0,0,1,0
940,38,13,119,2,7.8,1,221,0,0,0,0,0
941,26,0,129,3,0.7,2,0,0,0,0,0,1
942,34,9,141,2,4.9,3,0,0,0,0,1,1
943,63,38,148,2,4.3,3,0,0,0,1,0,1
944,56,32,28,1,1.2,3,0,0,0,1,0,0
945,28,3,54,4,0.6,2,0,0,0,1,0,0
946,41,15,58,3,0.5,3,0,0,0,1,0,0
947,46,20,9,1,0.2,1,0,0,0,1,0,0
948,50,23,19,1,0.5,2,104,0,0,0,1,0
949,26,2,60,2,3.0,1,132,0,0,0,0,1
950,53,28,183,3,8.2,3,467,0,1,1,1,1
951,40,16,44,1,1.8,1,0,1,0,1,0,0
952,32,5,63,4,2.0,2,0,1,0,1,0,0
953,64,40,58,1,1.8,3,0,0,0,1,0,0
954,62,36,148,3,7.0,2,0,0,0,1,0,1
955,50,24,133,4,1.4,2,342,0,0,0,1,1
956,57,33,30,3,1.5,1,151,1,0,1,0,0
957,63,37,185,2,7.9,2,358,0,0,1,0,1
958,52,26,83,1,3.1,1,0,0,0,1,0,1
959,27,2,130,3,4.4,1,192,0,0,1,0,1
960,32,6,35,3,1.0,1,0,1,0,1,0,0
961,32,7,81,2,3.4,2,0,0,0,0,1,1
962,36,11,39,4,1.7,1,0,0,0,1,0,0
963,26,1,18,2,0.9,3,95,0,0,0,0,0
964,58,33,18,3,0.1,2,110,0,0,1,0,0
965,38,13,119,1,3.3,2,0,0,1,1,1,1
966,60,34,11,4,0.7,3,0,0,0,1,0,0
967,50,26,12,1,0.2,1,96,0,0,0,0,0
968,37,12,123,4,3.1,2,253,0,1,1,1,1
969,53,29,154,4,7.4,3,0,0,0,0,0,1
970,26,2,51,4,2.6,1,0,0,0,1,0,0
971,61,36,29,2,0.5,2,0,0,0,1,0,0
972,46,21,80,4,0.4,1,0,0,0,1,1,0
973,28,3,173,2,6.7,1,222,0,0,1,0,0
974,49,24,138,2,2.2,2,0,0,0,1,0,1
975,32,6,29,1,1.9,3,0,0,0,1,1,0
976,27,1,142,3,5.5,1,0,0,0,0,0,1
977,31,5,28,4,0.8,1,0,0,0,0,0,0
978,44,20,185,3,2.7,1,0,0,0,1,0,1
979,44,18,129,1,5.7,1,0,0,0,1,0,0
980,32,6,98,2,4.5,3,306,0,0,0,0,0
981,38,14,80,2,2.7,1,0,0,0,1,0,0
982,38,14,182,3,2.6,3,0,0,1,1,1,1
983,43,19,81,1,0.3,1,218,0,0,1,0,0
984,59,35,84,1,1.8,3,0,0,0,1,1,0
985,26,2,85,2,2.5,1,0,0,0,0,0,0
986,40,16,69,4,2.4,1,0,0,0,1,0,0
987,52,28,178,3,5.4,3,147,0,0,1,0,1
988,29,3,103,4,3.4,1,0,0,0,1,0,1
989,45,21,40,3,0.6,2,0,0,0,1,1,0
990,61,35,30,2,0.2,3,0,0,0,1,0,0
991,63,37,124,3,5.0,2,170,0,0,0,0,1
