age,education,balance,duration,campaign,pdays,previous,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_married,marital_single,housing_yes,loan_yes,target_yes
53,3,4,19,6,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
23,2,8494,158,2,-1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
42,1,198,314,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
48,2,841,215,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,3,8,169,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
36,2,470,101,4,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
43,2,520,15,13,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
36,2,439,260,5,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
49,2,-454,558,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
55,2,466,287,4,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
53,2,665,371,2,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
42,2,994,149,1,78,5,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
45,2,5346,187,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True
31,2,1243,32,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,3,0,138,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,2,2357,228,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
56,2,1044,353,2,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
46,2,1069,45,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
41,2,231,76,2,-1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
31,2,0,144,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
32,2,266,168,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
38,3,-70,140,1,2,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
49,1,25824,94,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
46,1,538,118,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
29,2,534,382,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
38,2,1852,298,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
53,2,2647,121,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
43,3,2767,317,7,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
41,3,176,42,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
42,2,9720,81,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
55,2,1613,296,1,270,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
39,2,2903,259,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
30,2,81,121,6,112,3,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41,2,780,432,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
44,3,178,126,2,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
58,3,299,120,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
35,1,285,136,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
27,2,872,1130,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,2,1337,330,2,127,3,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
25,2,72,305,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
36,2,0,332,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
38,2,-388,412,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,2,11,157,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
47,2,-535,71,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41,2,787,297,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36,3,3343,307,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
63,2,3904,250,2,187,2,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
23,3,736,119,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
32,3,1390,116,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
57,1,808,274,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
48,3,1147,389,1,64,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
49,2,1122,143,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
50,2,-568,860,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
33,1,1165,420,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
53,2,-905,213,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
30,3,0,756,1,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
38,2,740,259,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
44,2,8262,201,16,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
39,2,14,19,9,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
36,2,1049,224,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
38,2,0,57,5,349,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36,2,419,251,1,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
30,3,726,39,1,342,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
28,3,594,54,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
26,3,454,28,18,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False
54,2,2206,104,1,99,2,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
38,3,1988,164,2,130,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
32,3,0,268,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
50,2,202,148,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
43,2,667,228,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
48,2,112,139,5,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
57,1,50,89,3,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
64,1,768,250,2,182,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
26,2,74,106,6,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
33,2,661,968,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
50,2,3025,168,3,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
47,3,751,408,14,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
39,3,416,56,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
52,1,14,55,5,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
31,1,-502,76,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
50,1,0,72,5,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,2,599,99,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
30,3,-218,13,15,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
32,3,1012,178,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
36,2,300,287,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
46,3,217,141,1,346,2,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
45,3,2096,127,1,100,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
37,2,0,69,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
58,1,5278,763,4,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
59,3,1831,122,1,92,1,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
28,3,1480,143,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
48,3,7289,316,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
37,1,851,151,1,352,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41,3,2885,40,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
35,2,137,5,1,808,12,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,2,1239,90,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
43,3,146,50,1,113,5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
59,2,1,159,2,378,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
50,1,-10,369,6,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
37,2,480,344,2,182,8,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
35,2,2789,256,2,94,1,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
50,2,3897,298,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
36,2,487,268,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
41,2,5110,231,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28,3,318,4,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
42,3,-411,78,5,292,3,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
60,2,4820,419,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
28,3,4937,421,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
48,2,725,105,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
51,3,5403,42,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,3,4089,114,7,287,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
35,3,188,286,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
38,2,2998,91,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
77,2,610,766,3,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
43,2,167,211,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
36,3,243,160,2,360,3,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
29,3,877,166,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
32,2,2817,195,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
41,3,4567,106,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
26,2,127,85,3,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False
34,1,176,78,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
57,3,0,648,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True
36,2,1482,177,2,174,1,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
42,2,3052,32,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,2,56,24,12,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
52,1,278,688,2,-1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,3,3875,21,5,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
46,2,-337,112,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
60,3,366,593,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
57,1,501,59,2,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
48,3,998,121,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
59,1,0,97,2,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
39,3,246,86,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
44,2,-182,10,10,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
27,3,446,205,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
59,2,1173,77,2,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
36,2,5957,138,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44,2,205,289,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
50,2,0,86,4,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
41,3,369,9,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
47,2,1934,225,1,364,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
32,3,259,407,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
38,2,284,1030,6,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
38,3,1373,119,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
31,3,62,175,1,293,5,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
38,2,157,299,5,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,3,991,563,1,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
55,2,186,241,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
35,2,977,52,4,91,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
40,3,2893,76,3,-1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
34,2,1897,441,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
32,3,5514,319,1,182,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
33,2,889,13,1,373,6,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
33,3,273,803,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
37,2,1193,396,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
58,3,2729,188,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
36,2,0,637,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
42,2,230,175,7,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
34,2,2729,945,1,139,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
35,3,317,162,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
60,1,517,1178,3,-1,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
50,3,-470,506,2,170,3,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
28,3,4579,409,2,-1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
27,2,1,116,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
37,3,5106,244,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
31,3,636,352,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True
34,2,1076,152,1,182,6,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
38,3,126,164,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
32,2,-33,234,3,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
37,2,430,154,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
33,2,-6,566,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
71,3,383,327,2,183,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
27,2,130,265,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
38,1,2569,172,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,2,201,257,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
54,3,0,618,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
30,2,6,241,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,2,475,936,4,-1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
33,2,706,329,1,322,1,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
36,2,1825,24,1,346,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
59,3,185,177,5,138,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
72,1,4415,120,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
64,3,679,135,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
53,2,320,175,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
35,3,2988,179,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
58,2,1407,58,1,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
40,2,1270,342,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
41,2,654,139,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
48,1,5173,88,8,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
44,3,3463,210,3,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
61,3,6016,670,3,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
36,1,177,63,5,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
28,3,3694,70,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
58,2,1640,72,6,274,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
60,2,174,241,1,364,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
66,2,10177,272,4,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36,3,490,207,8,98,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
49,2,2576,64,6,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
40,2,0,543,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
23,2,598,166,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
29,3,15459,245,3,97,7,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
44,1,271,94,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
47,1,320,203,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33,3,640,318,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
30,2,1772,158,4,-1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
27,2,15,177,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
49,3,2370,56,1,103,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
27,2,201,172,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
51,2,160,136,1,359,1,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,2,5,82,3,363,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
30,2,75,123,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
33,2,4902,110,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
27,1,-79,385,5,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
75,2,1341,415,7,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
37,2,490,73,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
36,2,1521,243,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
37,2,131,137,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,3,8,55,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
32,2,-632,18,5,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
32,2,116,255,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
35,1,189,95,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
31,1,2,112,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
28,2,4229,205,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False
27,2,54,97,1,370,1,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
35,1,298,135,2,370,2,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
69,1,579,230,1,-1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
37,3,1467,349,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False
45,2,0,38,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
47,3,109,268,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
52,3,-11,94,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
33,2,90,263,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
60,1,493,671,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
33,2,1897,197,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
44,2,2403,180,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
38,2,868,452,2,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
54,2,653,352,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,1,0,175,4,-1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
33,2,0,163,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False
55,2,218,200,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
51,1,5050,75,7,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
48,2,741,227,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,2,1050,586,3,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
33,2,-56,119,5,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
30,1,1,80,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
43,1,-98,112,2,330,3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
49,2,4667,130,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
54,1,541,237,3,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
31,3,7744,377,8,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
36,2,-129,121,3,-1,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
30,2,0,127,5,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,2,158,650,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
30,2,122,107,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,2,673,610,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,2,0,124,4,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
33,2,411,216,1,-1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
43,1,-97,747,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
41,2,-217,313,1,349,3,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
41,3,5037,252,9,185,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
46,2,2232,121,1,-1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
54,2,-932,799,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
32,3,913,883,1,674,4,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
30,3,236,197,1,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
40,1,0,271,2,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
30,1,2581,221,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,2,639,243,3,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
41,1,849,72,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
54,2,386,155,2,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
32,3,1218,70,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
31,3,2603,280,4,-1,0,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
42,2,-921,115,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
48,1,607,29,2,-1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34,1,79,406,2,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
55,2,61,113,3,-1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False
49,2,1091,47,2,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
46,3,743,36,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
24,3,172,67,2,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
58,2,2,684,1,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
32,3,41,686,5,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
25,2,1116,170,3,-1,0,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
49,2,-55,150,3,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
59,2,5845,1060,2,-1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
30,3,329,122,16,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
46,2,494,724,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
37,3,2685,187,2,-1,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
44,1,-14,179,4,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
49,2,5673,357,3,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41,2,1459,82,1,-1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
48,3,0,176,15,-1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
31,2,625,424,1,138,1,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
51,2,867,177,2,211,3,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
80,2,8304,712,1,64,12,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
32,3,151,118,1,-1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
48,1,-583,25,7,-1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
