,is_cancelled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day,weekend_nights,week_nights,adults,children,babies,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,days_in_waiting_list,customer_type,required_car_parking_spaces,special_request,price
7199,1,95,2016,10,17,1,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,290.0
7200,1,224,2016,10,17,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,436.03
7201,1,180,2016,10,17,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,399.0
7202,1,224,2016,10,17,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,436.03
7203,1,224,2016,10,17,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,436.03
7204,1,224,2016,10,17,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,436.03
7205,1,109,2016,10,17,3,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,464.0
7206,1,0,2016,10,18,0,1,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,150.0
7207,1,47,2016,10,18,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,52.0
7208,1,71,2016,10,18,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,89.32
7209,1,71,2016,10,18,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,89.32
7210,1,71,2016,10,18,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,89.32
7211,1,71,2016,10,18,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,89.32
7212,1,18,2016,10,18,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,144.0
7213,1,71,2016,10,18,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,89.32
7214,1,41,2016,10,18,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,191.01
7215,1,22,2016,10,18,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,180.0
7216,1,14,2016,10,18,0,3,1,0.0,0,Direct,0,0,0,D,0,Transient,0,0,225.0
7217,1,18,2016,10,18,0,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,390.0
7218,1,91,2016,10,18,0,4,2,1.0,0,TA/TO,0,0,0,A,0,Transient,0,0,302.0
7219,1,132,2016,10,18,0,4,3,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,372.0
7220,1,116,2016,10,18,0,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,232.0
7221,1,132,2016,10,18,0,4,3,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,412.0
7222,1,63,2016,10,18,0,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,296.0
7223,1,111,2016,10,18,0,4,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,492.0
7224,1,2,2016,10,19,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,52.8
7225,1,127,2016,10,19,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,136.0
7226,1,127,2016,10,19,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,136.0
7227,1,15,2016,10,19,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,170.0
7228,1,23,2016,10,19,0,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,390.0
7229,1,23,2016,10,19,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,180.0
7230,1,211,2016,10,19,0,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,203.4
7231,1,123,2016,10,19,0,4,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,232.0
7232,1,127,2016,10,19,0,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,260.0
7233,1,20,2016,10,19,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,180.0
7234,1,145,2016,10,19,2,5,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,315.98
7235,1,123,2016,10,19,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,406.0
7236,1,99,2016,10,20,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,136.0
7237,1,113,2016,10,20,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,174.0
7238,1,34,2016,10,20,1,3,2,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,196.0
7239,1,3,2016,10,20,2,4,2,0.0,0,Corporate,0,0,0,E,0,Transient-Party,0,0,48.0
7240,1,101,2016,10,20,2,5,3,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,623.0
7241,1,130,2016,10,21,0,1,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,118.0
7242,1,111,2016,10,21,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,110.0
7243,1,70,2016,10,21,0,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,59.0
7244,1,24,2016,10,21,0,1,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,1,60.0
7245,1,130,2016,10,21,0,1,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,123.0
7246,1,131,2016,10,21,0,2,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,342.0
7248,1,135,2016,10,21,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,136.0
7249,1,124,2016,10,21,0,2,2,0.0,0,TA/TO,0,0,0,F,0,Transient,0,1,184.8
7250,1,110,2016,10,21,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,154.0
7251,1,135,2016,10,21,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,136.0
7252,1,24,2016,10,21,0,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,150.0
7253,1,179,2016,10,21,1,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,225.99
7254,1,27,2016,10,21,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,115.0
7255,1,130,2016,10,21,0,1,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,123.0
7256,1,173,2016,10,21,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,195.99
7257,1,78,2016,10,21,2,2,2,1.0,0,TA/TO,0,0,0,A,0,Transient,0,0,195.52
7258,1,164,2016,10,21,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,254.0
7259,1,4,2016,10,21,2,3,2,0.0,0,Corporate,0,0,0,G,0,Transient-Party,0,0,40.0
7260,1,73,2016,10,21,2,3,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,1,830.0
7261,1,4,2016,10,21,2,4,2,0.0,0,Corporate,0,0,0,G,0,Transient-Party,0,0,48.0
7262,1,319,2016,10,21,2,5,2,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,548.1700000000002
7263,1,314,2016,10,21,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,579.6
7264,1,124,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,E,0,Transient-Party,0,0,300.0
7265,1,138,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7266,1,141,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,312.0
7267,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7268,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7269,1,178,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,463.0
7270,1,178,2016,10,22,2,2,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,443.0
7271,1,66,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,G,0,Transient-Party,0,0,460.0
7272,1,138,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7273,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7274,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7275,1,135,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,472.0
7276,1,17,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,560.0
7277,1,17,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,340.0
7278,1,82,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,E,0,Transient-Party,0,0,300.0
7279,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7280,1,135,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,472.0
7281,1,141,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,312.0
7282,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7283,1,17,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,340.0
7284,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7285,1,135,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,472.0
7286,1,141,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,312.0
7287,1,124,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,E,0,Transient-Party,0,0,300.0
7288,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7289,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7290,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7291,1,178,2016,10,22,2,2,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,443.0
7292,1,5,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,F,0,Transient-Party,0,0,32.0
7293,1,17,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,380.0
7294,1,124,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,G,0,Transient-Party,0,0,460.0
7295,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7296,1,138,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7297,1,138,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7298,1,178,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,463.0
7299,1,178,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,443.0
7300,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7301,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7302,1,124,2016,10,22,2,2,2,1.0,0,Corporate,0,0,0,E,0,Transient-Party,0,0,360.0
7303,1,124,2016,10,22,2,2,2,0.0,0,Corporate,0,0,0,E,0,Transient-Party,0,0,300.0
7304,1,135,2016,10,22,2,2,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,472.0
7305,1,141,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,312.0
7306,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7307,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7308,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7309,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7310,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7311,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7312,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7313,1,124,2016,10,22,2,3,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,325.0
7314,1,17,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,340.0
7315,1,138,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7316,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7317,1,135,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7318,1,178,2016,10,22,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,283.0
7319,1,114,2016,10,22,2,4,2,0.0,0,TA/TO,0,0,0,F,0,Transient,0,1,528.0
7320,1,119,2016,10,22,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,476.0
7321,1,167,2016,10,22,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,346.99
7322,1,18,2016,10,23,2,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,138.0
7323,1,39,2016,10,23,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,240.0
7324,1,59,2016,10,23,2,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,480.0
7325,1,203,2016,10,23,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,192.0
7326,1,151,2016,10,23,2,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,240.0
7327,1,89,2016,10,23,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,184.0
7328,1,133,2016,10,23,2,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,290.0
7329,1,133,2016,10,23,2,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,290.0
7330,1,87,2016,10,23,2,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,588.0
7331,1,76,2016,10,23,2,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,290.0
7332,1,7,2016,10,24,1,1,2,0.0,0,Corporate,0,0,0,D,0,Transient-Party,0,0,16.0
7333,1,35,2016,10,24,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,120.0
7334,1,63,2016,10,24,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,116.0
7335,1,29,2016,10,24,1,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,150.0
7336,1,29,2016,10,24,1,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,120.0
7337,1,28,2016,10,24,1,2,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,153.0
7338,1,31,2016,10,24,1,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,180.0
7339,1,40,2016,10,24,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,315.0
7340,1,50,2016,10,24,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,270.0
7341,1,180,2016,10,24,1,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,192.0
7342,1,66,2016,10,24,1,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,196.0
7343,1,66,2016,10,24,1,3,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,232.0
7344,1,176,2016,10,24,1,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,232.0
7345,1,65,2016,10,24,1,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,272.0
7346,1,86,2016,10,24,1,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,588.0
7347,1,71,2016,10,24,2,5,2,1.0,1,Direct,0,0,0,G,0,Transient,0,1,743.4
7348,1,72,2016,10,24,2,5,2,1.0,0,Direct,0,0,0,D,0,Transient,0,1,600.18
7349,1,71,2016,10,24,2,5,2,0.0,0,Direct,0,0,0,D,0,Transient,0,0,428.4
7350,1,65,2016,10,24,2,5,2,1.0,0,Direct,0,0,0,D,0,Transient,0,0,533.4
7351,1,43,2016,10,24,2,5,2,0.0,0,Direct,0,0,0,D,0,Transient,0,1,441.0
7352,1,8,2016,10,25,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,40.0
7353,1,0,2016,10,25,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,42.0
7354,1,8,2016,10,25,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,40.0
7356,1,20,2016,10,25,0,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,370.0
7357,1,70,2016,10,25,0,5,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,830.0
7358,1,51,2016,10,25,0,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,450.0
7359,0,7,2016,10,26,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient-Party,0,0,63.0
7360,1,0,2016,10,26,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,140.0
7361,1,42,2016,10,26,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,180.0
7362,1,65,2016,10,26,0,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,392.0
7363,1,153,2016,10,26,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,321.02
7364,1,78,2016,10,26,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,417.62
7365,1,213,2016,10,26,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,558.88
7366,1,79,2016,10,26,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,325.57
7367,1,43,2016,10,26,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,490.0
7368,1,213,2016,10,26,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,558.88
7369,1,188,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,297.6
7370,1,79,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,464.4
7371,1,54,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,592.32
7372,1,188,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,297.6
7373,1,54,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,592.32
7374,1,79,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,464.4
7375,1,188,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,297.6
7376,1,54,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,592.32
7377,1,79,2016,10,26,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,464.4
7378,1,0,2016,10,27,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,52.8
7379,1,0,2016,10,27,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient-Party,0,0,52.8
7380,1,8,2016,10,27,0,1,1,0.0,0,Corporate,0,0,0,A,0,Transient,0,0,50.0
7381,1,0,2016,10,27,0,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,150.0
7382,1,142,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,234.0
7383,1,87,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,174.0
7384,1,87,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,174.0
7385,1,142,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,234.0
7386,1,248,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,210.0
7387,1,24,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,210.0
7388,1,87,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,174.0
7389,1,142,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,234.0
7390,1,31,2016,10,27,0,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,225.0
7391,1,121,2016,10,27,1,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,216.0
7392,1,53,2016,10,27,1,3,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,283.0
7393,1,20,2016,10,27,2,3,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,440.0
7394,1,69,2016,10,27,2,4,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,696.0
7395,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,376.53
7396,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,386.75
7397,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,386.75
7398,1,117,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,388.01
7399,1,117,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,462.14
7400,1,117,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,462.14
7401,1,181,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,1,386.75
7402,1,177,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,0,386.75
7403,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,386.75
7404,1,181,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient-Party,0,1,386.75
7405,1,96,2016,10,27,2,5,1,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,0,462.14
7406,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,376.53
7407,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,386.75
7408,1,66,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,479.43
7409,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,386.75
7410,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,328.16
7411,1,206,2016,10,27,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,386.75
7412,1,206,2016,10,27,2,5,1,0.0,0,TA/TO,0,0,0,E,0,Transient-Party,0,1,458.0100000000001
7413,1,3,2016,10,28,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,36.0
7414,1,0,2016,10,28,0,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,73.0
7415,1,0,2016,10,28,0,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,73.0
7416,1,179,2016,10,28,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,48.0
7417,1,120,2016,10,28,0,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,68.0
7418,1,179,2016,10,28,0,1,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,48.0
7419,0,14,2016,10,28,0,2,3,0.0,0,Direct,0,0,0,A,0,Transient,0,1,136.0
7420,0,16,2016,10,28,0,2,2,0.0,0,Direct,0,0,0,A,0,Transient-Party,1,0,88.0
7421,1,10,2016,10,28,0,2,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,72.0
7422,1,79,2016,10,28,1,2,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,294.0
7423,1,42,2016,10,28,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,230.2
7424,1,32,2016,10,28,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,280.0
7425,1,129,2016,10,28,2,2,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,195.8
7426,1,72,2016,10,28,2,4,2,1.0,0,TA/TO,0,0,0,E,0,Transient,0,1,506.4
7427,1,69,2016,10,28,2,4,2,0.0,0,TA/TO,0,0,0,F,0,Transient,0,1,358.5
7428,1,178,2016,10,28,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,297.92
7429,1,131,2016,10,28,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,441.21
7430,1,255,2016,10,28,2,5,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,288.8900000000001
7431,1,131,2016,10,28,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,441.21
7432,1,131,2016,10,28,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,441.21
7433,1,131,2016,10,28,2,5,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,0,441.21
7434,1,178,2016,10,28,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,297.92
7436,0,18,2016,10,29,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,1,0,44.0
7438,1,1,2016,10,29,0,1,1,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,71.0
7439,1,18,2016,10,29,0,1,1,0.0,0,Direct,0,0,0,A,0,Transient,0,0,36.0
7440,1,50,2016,10,29,0,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,88.0
7441,1,16,2016,10,29,0,1,2,0.0,0,Direct,0,0,0,A,0,Transient,0,1,38.0
7442,1,67,2016,10,29,1,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,153.0
7443,1,39,2016,10,29,1,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,148.0
7444,1,40,2016,10,29,2,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,344.19
7445,1,39,2016,10,29,2,1,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,213.69
7446,1,40,2016,10,29,2,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,257.19
7447,1,112,2016,10,29,2,1,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,195.81
7448,1,46,2016,10,29,2,2,2,0.0,0,TA/TO,0,0,0,E,0,Transient,0,1,448.0
7449,1,58,2016,10,29,2,4,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,369.12
7450,1,142,2016,10,29,2,5,3,1.0,0,TA/TO,0,0,0,G,0,Transient,0,0,724.99
7451,1,101,2016,10,29,2,5,2,2.0,0,TA/TO,0,0,0,G,0,Transient,0,0,669.9699999999998
7452,1,49,2016,10,29,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,1,342.02
7453,1,126,2016,10,29,2,5,2,0.0,0,TA/TO,0,0,0,A,0,Transient,0,0,289.03
7454,1,201,2016,10,29,2,5,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,0,296.03
7455,1,96,2016,10,29,2,6,2,0.0,0,TA/TO,0,0,0,D,0,Transient,0,1,400.8
7456,1,17,2016,10,30,1,0,2,0.0,0,Direct,0,0,0,A,0,Transient-Party,0,0,63.0
7457,1,2,2016,10,30,1,0,2,0.0,0,Direct,0,0,0,A,0,Transient,0,0,76.0
